Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
H2Ov2,2v2,v1,v3	Water	5989.93704790, 5989.93704790	14(11,3),v2=1-14(1,14),v3=1	-17.11950		5796.8866	8340.4378	JPL
H2Ov2,2v2,v1,v3	Water	5991.16266880, 5991.16266880	16(10,7),v1=1-17(7,10),v1=1	-18.00470		8009.6935	11524.1776	JPL
D2O	Water	5991.38065900, 5991.38065900	27(5,23)-27(4,24)	-7.89170		4470.4988	6432.0136	CDMS
D2O	Water	5991.38129250, 5991.38129250	27(5,23)-27(4,24)	-7.89620		4470.4963	6432.0100	CDMS
H2Ov2,2v2,v1,v3	Water	5991.75026340, 5991.75026340	13(2,11),v1=1-13(1,12),v1=1	-10.36480		5662.4755	8147.0500	JPL
H218Ov=0	Water	5992.52405670, 5992.52405670	10(3,7)-9(4,6)	-1.96950		1334.4796	1920.0074	JPL
H2Ov=0	Water	5993.32445850, 5993.32445850	10(8,2)-10(7,3)	-3.28860		2054.3687	2955.7822	JPL
H2Ov=0	Water	5993.46904610, 5993.46904610	13(8,5)-13(7,6)	-4.37730		2927.9413	4212.6600	JPL
D2O	Water	5993.89721390, 5993.89721390	21(14,7)-21(13,8)	-7.74930		4232.7683	6089.9744	CDMS
D2O	Water	5993.89758020, 5993.89758020	21(14,8)-21(13,9)	-7.44830		4232.7682	6089.9742	CDMS
D2O	Water	5993.90087670, 5993.90087670	21(14,7)-21(13,8)	-7.75360		4232.7682	6089.9742	CDMS
D2O	Water	5993.90124230, 5993.90124230	21(14,8)-21(13,9)	-7.45260		4232.7682	6089.9742	CDMS
H2Ov=0	Water	5994.00657980, 5994.00657980	10(8,3)-10(7,4)	-2.81140		2054.3453	2955.7486	JPL
H218Ov=0	Water	5994.42942500, 5994.42942500	16(5,12)-16(4,13)	-5.32690		3425.9836	4929.1978	JPL
D2O	Water	5995.60984740, 5995.60984740	17(4,14)-16(3,13)	-2.30510		1794.5774	2581.9817	CDMS
D2O	Water	5995.61020230, 5995.61020230	17(4,14)-16(3,13)	-2.30970		1794.5774	2581.9817	CDMS
H2Ov2,2v2,v1,v3	Water	5995.79700030, 5995.79700030	10(3,8),v2=2-11(0,11),v2=2	-9.99280		4469.7377	6430.9640	JPL
H2Ov2,2v2,v1,v3	Water	5996.69314520, 5996.69314520	12(6,6),v2=2-12(5,7),v2=2	-10.42330		5596.4249	8052.0177	JPL
H2Ov=0	Water	5997.68784700, 5997.68784700	20(6,15)-19(7,12)	-10.11640		5326.9827	7664.3500	JPL
H2Ov2,2v2,v1,v3	Water	5997.86004410, 5997.86004410	11(5,6),v1=1-11(3,9),v3=1	-11.39570		5421.2676	7800.0051	JPL
H2Ov2,2v2,v1,v3	Water	5998.21697970, 5998.21697970	10(6,4),v2=2-11(11,1),v2=1	-16.23540		5037.3408	7247.6194	JPL
H2Ov2,2v2,v1,v3	Water	5998.43587020, 5998.43587020	18(8,10),v1=1-17(9,9),v1=1	-16.81810		8412.9734	12104.4081	JPL
H2Ov2,2v2,v1,v3	Water	6000.93919070, 6000.93919070	10(7,4),v2=2-10(3,7),v3=1	-12.50420		5273.6327	7587.5912	JPL
H218Ov=0	Water	6002.57224790, 6002.57224790	6(3,4)-5(2,3)	0.41070		445.1585	640.4801	JPL
H2Ov=0	Water	6002.77959920, 6002.77959920	16(5,12)-16(4,13)	-5.38150		3439.3069	4948.4020	JPL
H2Ov2,2v2,v1,v3	Water	6003.03011400, 6003.03011400	9(2,8),v2=1-8(1,7),v2=1	-3.95810		2490.3541	3583.0688	JPL
H2Ov2,2v2,v1,v3	Water	6003.46867160, 6003.46867160	24(5,19),v=0-23(2,22),v2=1	-18.23460		7298.2121	10500.5132	JPL
H2Ov=0	Water	6003.58649280, 6003.58649280	16(8,9)-16(7,10)	-6.48290		4006.0734	5763.8537	JPL
H2Ov2,2v2,v1,v3	Water	6004.61945040, 6004.61945040	15(3,12),v3=1-15(5,11),v2=2	-13.73900		6584.4122	9473.5130	JPL
HDO	Water	6004.98270660, 6004.98270660	6(4,2)-5(3,3)	0.25950		373.6658	537.6186	JPL
H2Ov2,2v2,v1,v3	Water	6005.32325630, 6005.32325630	19(6,14),v2=1-18(7,11),v2=1	-12.98090		6567.2797	9448.8631	JPL
H2Ov=0	Water	6005.35728120, 6005.35728120	15(8,8)-15(7,9)	-6.20370		3624.1815	5214.3957	JPL
H218Ov=0	Water	6005.93422560, 6005.93422560	4(4,1)-3(3,0)	0.88990		282.3071	406.1746	JPL
D2O	Water	6006.21440300, 6006.21440300	6(4,3)-5(1,4)	-1.64150		204.9376	294.8578	CDMS
D2O	Water	6006.21441010, 6006.21441010	6(4,3)-5(1,4)	-1.64610		204.9376	294.8578	CDMS
H2Ov2,2v2,v1,v3	Water	6006.48251090, 6006.48251090	8(4,4),v3=1-9(1,9),v3=1	-12.09540		4661.4486	6706.7936	JPL
H2Ov=0	Water	6006.62511070, 6006.62511070	11(8,3)-11(7,4)	-3.26010		2321.9057	3340.7088	JPL
HDO	Water	6007.42740960, 6007.42740960	15(6,9)-16(3,14)	-5.96210		2209.5213	3178.9900	JPL
H2Ov2,2v2,v1,v3	Water	6008.17930830, 6008.17930830	4(1,3),v3=1-3(1,2),v1=1	-9.93140		3827.3927	5506.7716	JPL
D2O	Water	6008.36748630, 6008.36748630	23(2,21)-23(1,22)	-5.40410		2987.8816	4298.8704	CDMS
D2O	Water	6008.38112240, 6008.38112240	23(2,21)-23(1,22)	-5.39960		2987.8813	4298.8700	CDMS
D2O	Water	6008.44210990, 6008.44210990	23(3,21)-23(2,22)	-5.10310		2987.8817	4298.8706	CDMS
D2O	Water	6008.45569030, 6008.45569030	23(3,21)-23(2,22)	-5.09850		2987.8814	4298.8701	CDMS
H2Ov=0	Water	6008.56344140, 6008.56344140	12(8,4)-12(7,5)	-4.26230		2613.1046	3759.6796	JPL
D2O	Water	6008.69198520, 6008.69198520	12(6,6)-12(3,9)	-2.60070		1087.9829	1565.3557	CDMS
D2O	Water	6008.69204990, 6008.69204990	12(6,6)-12(3,9)	-2.59610		1087.9829	1565.3557	CDMS
H2Ov=0	Water	6009.28790310, 6009.28790310	11(8,4)-11(7,5)	-3.73680		2321.8131	3340.5756	JPL
HDO	Water	6009.60562460, 6009.60562460	13(7,7)-12(7,6)	-3.42010		1942.3733	2794.6258	JPL
H2Ov2,2v2,v1,v3	Water	6009.64242770, 6009.64242770	12(8,5),v3=1-12(8,4),v2=2	-13.53660		6288.5503	9047.8331	JPL
HDO	Water	6009.83583730, 6009.83583730	13(7,6)-12(7,5)	-3.42000		1942.3768	2794.6309	JPL
HDO	Water	6010.13293030, 6010.13293030	13(5,8)-14(2,13)	-4.97190		1604.3631	2308.3073	JPL
H2Ov2,2v2,v1,v3	Water	6010.49116220, 6010.49116220	12(8,4),v3=1-12(8,5),v2=2	-13.08080		6288.5499	9047.8326	JPL
H2Ov=0	Water	6012.33400190, 6012.33400190	14(8,7)-14(7,8)	-5.02220		3264.3375	4696.6597	JPL
D2O	Water	6012.84207140, 6012.84207140	25(3,22)-25(2,23)	-6.71850		3702.4146	5326.9181	CDMS
D2O	Water	6012.85608630, 6012.85608630	25(3,22)-25(2,23)	-6.71390		3702.4149	5326.9185	CDMS
H218Ov=0	Water	6013.17722350, 6013.17722350	4(4,0)-3(3,1)	0.41360		282.0946	405.8689	JPL
D2O	Water	6013.26990380, 6013.26990380	25(4,22)-25(3,23)	-6.41740		3702.4153	5326.9191	CDMS
D2O	Water	6013.28374170, 6013.28374170	25(4,22)-25(3,23)	-6.41290		3702.4157	5326.9197	CDMS
H2Ov2,2v2,v1,v3	Water	6013.86653940, 6013.86653940	18(6,13),v1=1-17(7,10),v1=1	-15.62240		8009.6935	11524.1776	JPL
D2O	Water	6013.96631900, 6013.96631900	22(14,8)-22(13,9)	-7.95720		4499.4203	6473.6249	CDMS
D2O	Water	6013.96750030, 6013.96750030	22(14,9)-22(13,10)	-8.25820		4499.4203	6473.6249	CDMS
D2O	Water	6013.97246390, 6013.97246390	22(14,8)-22(13,9)	-7.96140		4499.4203	6473.6249	CDMS
D2O	Water	6013.97364310, 6013.97364310	22(14,9)-22(13,10)	-8.26240		4499.4203	6473.6249	CDMS
H2Ov2,2v2,v1,v3	Water	6014.21739570, 6014.21739570	6(4,2),v3=1-6(1,5),v3=1	-9.04330		4290.7571	6173.4505	JPL
H2Ov2,2v2,v1,v3	Water	6014.40568140, 6014.40568140	17(5,12),v2=2-17(3,15),v3=1	-15.45870		7262.7780	10449.5313	JPL
H2Ov2,2v2,v1,v3	Water	6015.32181590, 6015.32181590	22(5,18),v2=1-23(2,21),v2=1	-16.04930		7704.2027	11084.6439	JPL
H2Ov2,2v2,v1,v3	Water	6015.96653450, 6015.96653450	11(3,8),v1=1-10(6,5),v2=2	-11.45220		5238.3852	7536.8778	JPL
H2Ov=0	Water	6016.16853360, 6016.16853360	17(8,10)-17(7,11)	-7.76480		4409.3446	6344.0717	JPL
H2Ov2,2v2,v1,v3	Water	6016.19312710, 6016.19312710	12(1,11),v3=1-11(5,6),v2=2	-12.81860		5300.1782	7625.7843	JPL
H2Ov=0	Water	6017.20597870, 6017.20597870	12(8,5)-12(7,6)	-3.78370		2612.7998	3759.2411	JPL
H2Ov2,2v2,v1,v3	Water	6017.65928960, 6017.65928960	13(2,11),v3=1-13(1,12),v3=1	-10.95150		5764.1854	8293.3880	JPL
H2Ov=0	Water	6017.66102120, 6017.66102120	13(8,6)-13(7,7)	-4.85030		2927.0752	4211.4139	JPL
H2Ov2,2v2,v1,v3	Water	6018.08300620, 6018.08300620	20(7,13),v=0-20(0,20),v2=1	-15.06030		5611.3291	8073.4616	JPL
H2Ov2,2v2,v1,v3	Water	6020.04248720, 6020.04248720	19(5,14),v2=1-19(4,15),v2=1	-11.68000		6525.0531	9388.1084	JPL
H2Ov=0	Water	6021.26066420, 6021.26066420	19(5,14)-19(4,15)	-8.22180		4851.8208	6980.6971	JPL
H2Ov2,2v2,v1,v3	Water	6022.30470970, 6022.30470970	19(1,19),v2=1-18(8,10),v=0	-14.55790		5040.8583	7252.6803	JPL
H2Ov2,2v2,v1,v3	Water	6022.52701150, 6022.52701150	13(5,9),v2=2-13(4,10),v2=2	-10.59630		5695.8830	8195.1160	JPL
H2Ov2,2v2,v1,v3	Water	6022.69076330, 6022.69076330	11(6,6),v2=2-10(4,7),v3=1	-13.91200		5304.7275	7632.3297	JPL
HDO	Water	6023.86214510, 6023.86214510	13(5,8)-14(1,13)	-6.68800		1603.9052	2307.6485	JPL
H2Ov2,2v2,v1,v3	Water	6024.36212960, 6024.36212960	14(5,9),v2=1-13(6,8),v2=1	-8.52310		4437.3998	6384.4370	JPL
D2O	Water	6025.38575490, 6025.38575490	9(5,5)-10(0,10)	-4.78070		581.8235	837.1094	CDMS
D2O	Water	6025.38596640, 6025.38596640	9(5,5)-10(0,10)	-4.77620		581.8235	837.1094	CDMS
H2Ov2,2v2,v1,v3	Water	6027.15956380, 6027.15956380	10(6,5),v2=2-11(11,0),v2=1	-15.80630		5037.3408	7247.6194	JPL
H218Ov=0	Water	6029.04664680, 6029.04664680	13(5,8)-12(6,7)	-3.93940		2420.8840	3483.0920	JPL
H2Ov2,2v2,v1,v3	Water	6029.60962030, 6029.60962030	5(0,5),v3=1-4(0,4),v1=1	-13.48410		3875.0171	5575.2926	JPL
H2Ov2,2v2,v1,v3	Water	6030.40190450, 6030.40190450	21(3,18),v2=1-20(12,9),v=0	-16.42970		6935.4234	9978.5405	JPL
H2Ov2,2v2,v1,v3	Water	6030.55222570, 6030.55222570	13(7,6),v2=1-13(6,7),v2=1	-7.49730		4442.7131	6392.0816	JPL
H2Ov2,2v2,v1,v3	Water	6031.31441720, 6031.31441720	8(3,5),v1=1-8(1,8),v3=1	-11.18350		4488.1457	6457.4491	JPL
D2O	Water	6032.12354450, 6032.12354450	23(14,9)-23(13,10)	-8.79500		4777.0696	6873.0980	CDMS
D2O	Water	6032.12705270, 6032.12705270	23(14,10)-23(13,11)	-8.49390		4777.0695	6873.0979	CDMS
D2O	Water	6032.13053850, 6032.13053850	23(14,9)-23(13,10)	-8.79920		4777.0696	6873.0980	CDMS
D2O	Water	6032.13404100, 6032.13404100	23(14,10)-23(13,11)	-8.49810		4777.0695	6873.0979	CDMS
H2Ov2,2v2,v1,v3	Water	6033.26742130, 6033.26742130	6(2,5),v3=1-6(0,6),v1=1	-9.90930		4095.3153	5892.2530	JPL
H2Ov2,2v2,v1,v3	Water	6033.54815560, 6033.54815560	10(1,9),v2=1-10(10,0),v=0	-13.85440		2701.8886	3887.4202	JPL
H2Ov2,2v2,v1,v3	Water	6033.94487490, 6033.94487490	13(3,11),v3=1-13(2,12),v3=1	-10.47330		5764.2042	8293.4151	JPL
H2Ov2,2v2,v1,v3	Water	6034.16788650, 6034.16788650	15(4,12),v2=1-15(11,5),v=0	-15.95650		4534.9635	6524.8095	JPL
H2Ov2,2v2,v1,v3	Water	6034.58782470, 6034.58782470	16(1,15),v1=1-17(8,10),v2=1	-17.21090		6351.9160	9139.0024	JPL
H2Ov2,2v2,v1,v3	Water	6034.68692290, 6034.68692290	17(4,13),v1=1-17(3,14),v1=1	-13.62200		7396.5217	10641.9589	JPL
H2Ov2,2v2,v1,v3	Water	6034.75517920, 6034.75517920	12(3,10),v2=1-13(0,13),v2=1	-7.86090		3391.1262	4879.0806	JPL
H2Ov2,2v2,v1,v3	Water	6036.05128010, 6036.05128010	19(8,11),v2=1-18(9,10),v2=1	-13.34930		7025.1539	10107.6428	JPL
H2Ov2,2v2,v1,v3	Water	6036.58431740, 6036.58431740	4(2,2),v3=1-3(2,1),v1=1	-9.25110		3864.7638	5560.5404	JPL
H2Ov2,2v2,v1,v3	Water	6036.86584620, 6036.86584620	17(0,17),v3=1-17(2,16),v2=2	-14.87420		6489.1010	9336.3812	JPL
H2Ov2,2v2,v1,v3	Water	6037.20521990, 6037.20521990	16(3,14),v3=1-16(3,13),v2=2	-14.13560		6711.7018	9656.6546	JPL
H2Ov2,2v2,v1,v3	Water	6037.27133490, 6037.27133490	18(13,5),v=0-18(4,14),v2=1	-16.45200		6095.5132	8770.0954	JPL
H2Ov2,2v2,v1,v3	Water	6037.98574260, 6037.98574260	12(3,10),v3=1-13(3,11),v2=2	-12.87450		5483.1249	7889.0041	JPL
H2Ov2,2v2,v1,v3	Water	6038.39918720, 6038.39918720	17(1,17),v3=1-17(1,16),v2=2	-14.39600		6489.0498	9336.3076	JPL
H2Ov2,2v2,v1,v3	Water	6038.86765440, 6038.86765440	16(1,15),v3=1-16(3,14),v2=2	-14.34230		6458.0121	9291.6512	JPL
HDO	Water	6039.90424500, 6039.90424500	14(6,8)-15(3,13)	-5.53510		1974.7100	2841.1509	JPL
H2Ov2,2v2,v1,v3	Water	6040.21535170, 6040.21535170	7(2,5),v1=1-8(3,6),v2=2	-11.03050		4224.5865	6078.2457	JPL
HDO	Water	6041.26976180, 6041.26976180	13(2,11)-12(2,10)	-2.01940		1331.2167	1915.3129	JPL
H2Ov2,2v2,v1,v3	Water	6044.24556780, 6044.24556780	12(2,10),v2=1-12(1,11),v2=1	-6.00540		3386.0524	4871.7806	JPL
H2Ov=0	Water	6044.77925650, 6044.77925650	21(16,6)-20(17,3)	-17.22290		8397.6417	12082.3492	JPL
H2Ov=0	Water	6044.77926470, 6044.77926470	21(16,5)-20(17,4)	-16.74580		8397.6417	12082.3492	JPL
D2O	Water	6046.00695250, 6046.00695250	14(6,8)-14(3,11)	-2.94540		1424.0030	2048.8109	CDMS
D2O	Water	6046.00696930, 6046.00696930	14(6,8)-14(3,11)	-2.94090		1424.0030	2048.8109	CDMS
D2O	Water	6048.14151980, 6048.14151980	24(14,10)-24(13,11)	-9.05740		5065.5991	7288.2252	CDMS
D2O	Water	6048.14649780, 6048.14649780	24(14,10)-24(13,11)	-9.06160		5065.5991	7288.2252	CDMS
D2O	Water	6048.15120440, 6048.15120440	24(14,11)-24(13,12)	-9.35850		5065.5987	7288.2247	CDMS
D2O	Water	6048.15616880, 6048.15616880	24(14,11)-24(13,12)	-9.36260		5065.5987	7288.2247	CDMS
H2Ov2,2v2,v1,v3	Water	6049.05205410, 6049.05205410	16(6,11),v2=1-16(5,12),v2=1	-9.19770		5310.2398	7640.2607	JPL
H2Ov=0	Water	6049.28267750, 6049.28267750	17(7,11)-16(8,8)	-8.03190		4207.5622	6053.7515	JPL
H2Ov2,2v2,v1,v3	Water	6049.56042260, 6049.56042260	20(7,14),v3=1-20(6,15),v3=1	-17.95970		9189.5638	13221.7500	JPL
H2Ov=0	Water	6050.18522410, 6050.18522410	19(10,9)-20(7,14)	-12.78950		5739.2279	8257.4797	JPL
H2Ov2,2v2,v1,v3	Water	6050.45385030, 6050.45385030	12(7,6),v2=2-12(3,9),v3=1	-13.03540		5830.2594	8388.4539	JPL
HDO	Water	6051.00692280, 6051.00692280	13(6,8)-12(6,7)	-2.98310		1756.2856	2526.8887	JPL
H2Ov=0	Water	6053.35597990, 6053.35597990	18(8,11)-18(7,12)	-8.13800		4833.2084	6953.9180	JPL
HDO	Water	6055.77409250, 6055.77409250	13(6,7)-12(6,6)	-2.98270		1756.3848	2527.0314	JPL
H2Ov2,2v2,v1,v3	Water	6056.17201970, 6056.17201970	15(5,11),v2=1-15(4,12),v2=1	-8.54560		4736.2416	6814.4042	JPL
H2Ov2,2v2,v1,v3	Water	6056.92358180, 6056.92358180	20(3,18),v2=1-21(6,15),v=0	-16.09190		6177.3511	8887.8421	JPL
D2O	Water	6057.41630390, 6057.41630390	13(9,5)-14(6,8)	-5.89360		1625.6760	2338.9717	CDMS
D2O	Water	6057.41667950, 6057.41667950	13(9,5)-14(6,8)	-5.89820		1625.6760	2338.9717	CDMS
H2Ov2,2v2,v1,v3	Water	6057.67891750, 6057.67891750	13(3,11),v1=1-13(2,12),v1=1	-10.73600		5660.4043	8144.0700	JPL
D2O	Water	6057.94147460, 6057.94147460	15(15,0)-15(14,1)	-6.13730		3065.2581	4410.1973	CDMS
D2O	Water	6057.94147460, 6057.94147460	15(15,0)-15(14,1)	-5.83630		3065.2581	4410.1973	CDMS
D2O	Water	6057.96653940, 6057.96653940	15(15,0)-15(14,1)	-6.14210		3065.2584	4410.1977	CDMS
D2O	Water	6057.96653940, 6057.96653940	15(15,0)-15(14,1)	-5.84110		3065.2584	4410.1977	CDMS
H2Ov2,2v2,v1,v3	Water	6061.18770430, 6061.18770430	18(6,13),v1=1-18(5,14),v1=1	-14.75070		8008.1150	11521.9064	JPL
H2Ov2,2v2,v1,v3	Water	6062.55691010, 6062.55691010	9(9,0),v3=1-9(8,1),v3=1	-11.30710		5694.0494	8192.4778	JPL
H2Ov2,2v2,v1,v3	Water	6062.56146030, 6062.56146030	9(9,1),v3=1-9(8,2),v3=1	-10.83000		5694.0493	8192.4777	JPL
H2Ov2,2v2,v1,v3	Water	6062.56197810, 6062.56197810	12(10,3),v1=1-11(10,2),v3=1	-14.92630		6623.6726	9530.0000	JPL
H2Ov2,2v2,v1,v3	Water	6062.56218580, 6062.56218580	12(10,2),v1=1-11(10,1),v3=1	-15.40340		6623.6726	9530.0000	JPL
H2Ov2,2v2,v1,v3	Water	6062.96829380, 6062.96829380	24(6,19),v=0-23(1,22),v2=1	-17.58060		7298.2089	10500.5086	JPL
H2Ov2,2v2,v1,v3	Water	6063.64863700, 6063.64863700	13(5,8),v3=1-12(6,7),v3=1	-12.25280		6133.7743	8825.1447	JPL
HDO	Water	6063.79887960, 6063.79887960	13(4,10)-12(4,9)	-2.31760		1465.8293	2108.9893	JPL
HDO	Water	6064.67296100, 6064.67296100	15(3,12)-14(4,11)	-2.78200		1884.8425	2711.8523	JPL
H2Ov2,2v2,v1,v3	Water	6065.46894890, 6065.46894890	9(7,2),v2=2-10(1,9),v3=1	-16.40040		5027.2568	7233.1107	JPL
H2Ov2,2v2,v1,v3	Water	6065.90761090, 6065.90761090	16(7,9),v2=2-16(4,12),v1=1	-14.13960		7221.4122	10390.0151	JPL
H2Ov=0	Water	6069.83892780, 6069.83892780	6(3,4)-5(2,3)	0.41670		446.5107	642.4301	JPL
H218Ov=0	Water	6069.85824080, 6069.85824080	7(6,1)-8(3,6)	-4.40800		1001.7062	1441.2235	JPL
H2Ov2,2v2,v1,v3	Water	6069.87960020, 6069.87960020	13(4,9),v2=2-12(3,10),v1=1	-10.63150		5579.4889	8027.6506	JPL
H2Ov2,2v2,v1,v3	Water	6071.04333550, 6071.04333550	17(8,10),v2=1-16(1,15),v2=2	-16.72700		6149.4078	8847.6378	JPL
H2Ov2,2v2,v1,v3	Water	6071.31924830, 6071.31924830	19(8,11),v2=1-19(7,12),v2=1	-12.66460		7023.9775	10105.9502	JPL
H2Ov2,2v2,v1,v3	Water	6073.02237030, 6073.02237030	7(3,5),v3=1-6(2,4),v3=1	-7.74720		4350.6993	6259.6941	JPL
H2Ov=0	Water	6073.21804030, 6073.21804030	19(7,13)-19(6,14)	-9.10890		5074.2211	7300.6820	JPL
H2Ov2,2v2,v1,v3	Water	6074.48757530, 6074.48757530	5(3,2),v1=1-4(2,3),v1=1	-7.05900		3951.3150	5685.0684	JPL
HDO	Water	6075.38301820, 6075.38301820	14(2,12)-13(3,11)	-1.87300		1543.2439	2220.3710	JPL
H2Ov2,2v2,v1,v3	Water	6076.10625740, 6076.10625740	3(3,1),v3=1-3(1,2),v1=1	-11.56660		3827.3927	5506.7716	JPL
H2Ov=0	Water	6076.46725170, 6076.46725170	4(4,1)-3(3,0)	0.89770		285.4186	410.6542	JPL
H2Ov2,2v2,v1,v3	Water	6076.78114790, 6076.78114790	16(2,15),v3=1-16(2,14),v2=2	-14.72110		6456.7401	9289.8211	JPL
H2Ov=0	Water	6076.83379220, 6076.83379220	6(6,1)-7(3,4)	-4.55210		842.3566	1211.9649	JPL
H2Ov2,2v2,v1,v3	Water	6077.85459680, 6077.85459680	14(4,11),v2=2-15(9,6),v2=1	-15.92780		5817.0961	8369.5148	JPL
H2Ov2,2v2,v1,v3	Water	6078.44856560, 6078.44856560	9(7,2),v3=1-10(4,7),v3=1	-13.58420		5304.7275	7632.3297	JPL
H2Ov2,2v2,v1,v3	Water	6079.00352890, 6079.00352890	17(9,8),v3=1-17(8,9),v3=1	-15.77750		8270.7028	11899.7122	JPL
H2Ov2,2v2,v1,v3	Water	6079.09497520, 6079.09497520	7(6,1),v1=1-8(3,6),v1=1	-11.96290		4643.9991	6681.6877	JPL
H2Ov2,2v2,v1,v3	Water	6079.24717160, 6079.24717160	9(3,6),v2=1-10(10,1),v=0	-14.13690		2701.8886	3887.4202	JPL
HDO	Water	6079.37194480, 6079.37194480	15(6,9)-16(2,14)	-7.69960		2207.1215	3175.5372	JPL
D2O	Water	6081.71506700, 6081.71506700	7(5,3)-7(2,6)	-2.44990		369.2661	531.2885	CDMS
D2O	Water	6081.71506900, 6081.71506900	7(5,3)-7(2,6)	-2.44530		369.2661	531.2885	CDMS
H2Ov=0	Water	6083.23381910, 6083.23381910	4(4,0)-3(3,1)	0.42130		285.2193	410.3675	JPL
H2Ov2,2v2,v1,v3	Water	6084.02895440, 6084.02895440	8(7,2),v3=1-9(4,5),v3=1	-13.58780		5087.0172	7319.0927	JPL
H2Ov2,2v2,v1,v3	Water	6084.19288510, 6084.19288510	10(4,6),v2=2-9(0,9),v3=1	-11.63490		4661.4265	6706.7618	JPL
HDO	Water	6085.35279890, 6085.35279890	16(6,10)-17(3,15)	-6.43950		2456.7856	3534.7461	JPL
D2O	Water	6088.07002280, 6088.07002280	8(4,5)-8(1,8)	-2.70800		388.1422	558.4468	CDMS
D2O	Water	6088.07002670, 6088.07002670	8(4,5)-8(1,8)	-2.70340		388.1422	558.4468	CDMS
D2O	Water	6089.18352330, 6089.18352330	16(15,1)-16(14,2)	-5.95990		3264.4081	4696.7281	CDMS
D2O	Water	6089.18352330, 6089.18352330	16(15,1)-16(14,2)	-6.26090		3264.4081	4696.7281	CDMS
D2O	Water	6089.19682000, 6089.19682000	16(15,1)-16(14,2)	-5.96460		3264.4082	4696.7282	CDMS
D2O	Water	6089.19682000, 6089.19682000	16(15,1)-16(14,2)	-6.26560		3264.4082	4696.7282	CDMS
H2Ov2,2v2,v1,v3	Water	6089.40680530, 6089.40680530	17(6,11),v2=2-16(7,10),v2=2	-14.26870		7419.6023	10675.1668	JPL
HDO	Water	6089.96362340, 6089.96362340	13(5,9)-12(5,8)	-2.61480		1598.0679	2299.2500	JPL
H2Ov2,2v2,v1,v3	Water	6090.65288310, 6090.65288310	13(2,12),v1=1-14(9,5),v2=1	-15.88890		5457.2420	7851.7643	JPL
H2Ov2,2v2,v1,v3	Water	6092.11942630, 6092.11942630	13(9,5),v=0-12(0,12),v2=1	-13.03460		3144.5693	4524.3398	JPL
H2Ov2,2v2,v1,v3	Water	6092.18900090, 6092.18900090	19(8,11),v2=1-18(0,18),v3=1	-18.09060		7023.2814	10104.9487	JPL
H2Ov2,2v2,v1,v3	Water	6094.46960060, 6094.46960060	12(6,6),v3=1-13(12,1),v2=1	-17.50720		5935.5998	8540.0154	JPL
D2O	Water	6096.30347330, 6096.30347330	25(2,23)-26(1,26)	-9.23710		3499.0638	5034.3433	CDMS
D2O	Water	6096.30569010, 6096.30569010	25(2,23)-26(1,26)	-9.23250		3499.0641	5034.3438	CDMS
D2O	Water	6096.32590680, 6096.32590680	25(3,23)-26(0,26)	-8.93610		3499.0638	5034.3434	CDMS
D2O	Water	6096.32808450, 6096.32808450	25(3,23)-26(0,26)	-8.93150		3499.0641	5034.3438	CDMS
H2Ov2,2v2,v1,v3	Water	6098.52922950, 6098.52922950	10(6,4),v1=1-11(5,7),v2=2	-13.72720		5293.7906	7616.5939	JPL
H2Ov2,2v2,v1,v3	Water	6098.72513980, 6098.72513980	17(9,9),v1=1-16(10,6),v1=1	-16.99180		8209.5419	11811.7152	JPL
H2Ov2,2v2,v1,v3	Water	6100.55867740, 6100.55867740	10(9,1),v3=1-10(8,2),v3=1	-11.04460		5935.8327	8540.3505	JPL
H2Ov2,2v2,v1,v3	Water	6100.59404670, 6100.59404670	10(9,2),v3=1-10(8,3),v3=1	-11.52170		5935.8315	8540.3488	JPL
H2Ov2,2v2,v1,v3	Water	6100.97501320, 6100.97501320	5(3,3),v2=1-4(2,2),v2=1	-3.15460		1922.9011	2766.6294	JPL
H2Ov2,2v2,v1,v3	Water	6102.39004400, 6102.39004400	14(6,9),v2=2-13(5,8),v1=1	-13.70890		6241.5293	8980.1803	JPL
H2Ov2,2v2,v1,v3	Water	6102.76099600, 6102.76099600	12(6,6),v1=1-11(6,5),v3=1	-13.42610		5847.7066	8413.5565	JPL
H2Ov2,2v2,v1,v3	Water	6103.04438060, 6103.04438060	18(7,12),v1=1-17(8,9),v1=1	-16.03680		8191.3837	11785.5896	JPL
H2Ov2,2v2,v1,v3	Water	6103.11645990, 6103.11645990	17(9,8),v1=1-16(10,7),v1=1	-16.51110		8209.5372	11811.7084	JPL
H2Ov2,2v2,v1,v3	Water	6103.67078020, 6103.67078020	17(6,11),v3=1-17(6,12),v1=1	-15.30070		7799.6235	11221.9333	JPL
H2Ov2,2v2,v1,v3	Water	6104.99376090, 6104.99376090	12(5,7),v1=1-11(5,6),v3=1	-13.16850		5714.5320	8221.9477	JPL
D2O	Water	6106.74631670, 6106.74631670	19(5,14)-18(6,13)	-4.20850		2433.5872	3501.3690	CDMS
D2O	Water	6106.74640390, 6106.74640390	19(5,14)-18(6,13)	-4.20390		2433.5872	3501.3690	CDMS
H2Ov2,2v2,v1,v3	Water	6107.25005320, 6107.25005320	11(8,4),v3=1-11(8,3),v2=2	-12.78840		5997.1760	8628.6100	JPL
